file,function_or_class,active_or_frozen,purpose,inputs,outputs,fit_period,score_period,state_representation,timing_semantics,future_information_possible,market_features_used,stock_features_used,consumers,existing_tests,existing_auditor,proposed_audit,risk,run_id,git_sha,contract_hash,data_snapshot_hash,state_model_version,state_model_hash,dictionary_version,dictionary_hash,decision_id,symbol,session,decision_timestamp,primitive_loop_id,orientation_id,prefix_progress,source_artifact,source_hash,research_only,execution_enabled,order_placement,broker_connected,economic_outcomes_used,payoff_selection_used,production_runtime_modified,strategy_promotion,implementation_source_hash
research/slrno-v2/20260714-regime-loop-handoff/work/shadow_validation/frozen_loop_movement_shadow_v1/frozen_bundle/provenance/lineage/run_causal_semimarkov_regime_loops.py,propagate,frozen_historical,Advance state-by-age mass one bar,posterior hazard transitions,normalized prior,2024 fitted parameters,2024 and 2025,state by age posterior,forward-only,no,false,false,causal_filter,historical self-test only,loop-event V2 auditor,independent state-age propagation and conservation,medium: terminal bucket forces departure at age 24,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
research/slrno-v2/20260714-regime-loop-handoff/work/shadow_validation/frozen_loop_movement_shadow_v1/frozen_bundle/provenance/lineage/run_causal_semimarkov_regime_loops.py,causal_filter,frozen_historical,Legacy forward semi-Markov MAP filter,emissions session groups frozen model,hard MAP labels capped hard age and likelihood,2024 fitted parameters,2024 and 2025,legacy hard MAP,forward-only with per-session reset,no,true,true,historical run and loop builders,historical self-test only,loop-event V2 auditor,exact hard-state and age reproduction,medium: posterior surface was not retained,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
packages/stocker_research/src/stocker_research/causal_state_export_v2.py,expand_duration_hazard_v2,active_v2,Extend frozen 24-age hazard through 78 regular-session bars,frozen duration hazard,tail-expanded model copy,2024 frozen fit,2024 and 2025,state by age posterior,parameter transform before causal filtering,no,false,false,causal_semimarkov_filter_v2,test_causal_state_export_v2.py,loop-event V2 auditor,check tail derivation survival and full-session support,high: extension does not repair historical censoring bias,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
packages/stocker_research/src/stocker_research/causal_state_export_v2.py,propagate_state_age_posterior,active_v2,Advance and normalize full state-by-age posterior,state-age posterior hazard transitions,next state-age prior,2024 fitted parameters,2024 and 2025,soft state by age,forward-only,no,false,false,causal_semimarkov_filter_v2,test_causal_state_export_v2.py,loop-event V2 auditor,independent mass accounting at every bar,low,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
packages/stocker_research/src/stocker_research/causal_state_export_v2.py,causal_semimarkov_filter_v2,active_v2,Export causal posterior hard MAP expected age and departure probability,log emissions contiguous causal groups expanded model timestamps,CausalStateExport arrays,2024 fitted parameters,2024 and 2025,soft posterior plus hard MAP,completed-bar availability and reset per causal group,no,true,true,completed-bar decisions and event ledgers,test_causal_state_export_v2.py,loop-event V2 auditor,independent posterior recursion normalization reset and exact match,high: headline active representation,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
packages/stocker_research/src/stocker_research/causal_state_export_v2.py,hysteretic_states,active_v2,Causally stabilize hard states,current and prior posterior rows plus frozen switch policy,hysteretic hard labels,none,2024 and 2025,causal hysteretic hard state,past/current posterior only,no,false,false,build_completed_bar_decisions,test_causal_state_export_v2.py,loop-event V2 auditor,prefix invariance to future-row perturbation and switch examples,medium: thresholds are diagnostic policy choices,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
packages/stocker_research/src/stocker_research/causal_state_export_v2.py,SoftLoopPrefixTracker,active_v2,Attach approximate posterior support to hard structural events,state posterior and frozen dictionary,soft prefix/completion support diagnostics,none,2024 and 2025,soft posterior-supported hard events,forward marginal update with session reset,no,false,false,loop-event posterior sample,test_causal_state_export_v2.py,loop-event V2 auditor,prove no soft mass creates hard completion,medium: marginal approximation is not a joint path posterior,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
packages/stocker_research/src/stocker_research/causal_state_export_v2.py,build_hard_state_runs_v2,active_v2,Build causal hard-state run ledger with entry provenance,completed bars hard labels context fields,run ledger,none,2024 and 2025,legacy MAP or hysteretic,run entry values sourced from first bar,no,context dependent,context dependent,loop-event ledgers,test_causal_state_export_v2.py,loop-event V2 auditor,compare all representation run ledgers and session censoring,medium,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
packages/stocker_research/src/stocker_research/causal_state_export_v2.py,build_completed_bar_decisions,active_v2,Assemble per-bar hard posterior age and provenance fields,completed bars posterior export legacy states hysteresis policy,decision surface,none,2024 and 2025,legacy MAP posterior MAP and hysteretic,one row per completed bar,no,true,true,loop event ledger and dictionary runners,test_causal_state_export_v2.py,loop-event V2 auditor,field-by-field deterministic reconstruction,high: joins all regime representations,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
packages/stocker_research/src/stocker_research/loop_prefix_automaton_v2.py,LoopEventAutomaton,active_v2,Track registered and unregistered closed paths and active prefixes,state-event sequence and loop dictionary,completion traces and active prefixes,none,2024 and 2025,caller-selected hard state,state-event causal order with session reset,no,false,false,FirstNextLoopEventEngine and loop ledgers,test_loop_prefix_automaton_v2.py,loop-event V2 auditor,replay hard and hysteretic event sequences,high: loop identities depend on state transitions,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
packages/stocker_research/src/stocker_research/loop_prefix_automaton_v2.py,FirstNextLoopEventEngine,active_v2,Resolve earliest mutually exclusive future loop event,causal decisions automaton dictionary horizon,first-event outcome,none,2024 and 2025,caller-selected hard state,future used only to label target after decision; features remain causal,yes by definition for target only,false,false,build_loop_event_ledgers,test_loop_prefix_automaton_v2.py,loop-event V2 auditor,verify precedence ties horizon and unavailable classes,high: target semantics must not leak into features,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
